TREE	ALN	ALNLEN	mean_BSS	median_BSS	evoRate
31569at147550.aa.clipkit.FT.tre	31569at147550.aa.clipkit	653	0.7042	0.7042	0.0982
29273at147550.aa.clipkit.FT.tre	29273at147550.aa.clipkit	483	0.7099	0.7099	0.0314
34234at147550.aa.clipkit.FT.tre	34234at147550.aa.clipkit	1380	0.8886	0.8886	0.2229
32455at147550.aa.clipkit.FT.tre	32455at147550.aa.clipkit	789	0.717	0.717	0.0786
35791at147550.aa.clipkit.FT.tre	35791at147550.aa.clipkit	1132	0.7636	0.7636	0.0473
38019at147550.aa.clipkit.FT.tre	38019at147550.aa.clipkit	1247	0.8402	0.8402	0.3233
36059at147550.aa.clipkit.FT.tre	36059at147550.aa.clipkit	533	0.7343	0.7343	0.0296
34960at147550.aa.clipkit.FT.tre	34960at147550.aa.clipkit	1395	0.8476	0.8476	0.4215
39576at147550.aa.clipkit.FT.tre	39576at147550.aa.clipkit	621	0.733	0.733	0.0747
3454at147550.aa.clipkit.FT.tre	3454at147550.aa.clipkit	1250	0.6851	0.6851	0.0152
36963at147550.aa.clipkit.FT.tre	36963at147550.aa.clipkit	614	0.7276	0.7276	0.0609
34878at147550.aa.clipkit.FT.tre	34878at147550.aa.clipkit	725	0.8112	0.8112	0.1441
31561at147550.aa.clipkit.FT.tre	31561at147550.aa.clipkit	820	0.775	0.775	0.0758
39727at147550.aa.clipkit.FT.tre	39727at147550.aa.clipkit	841	0.7961	0.7961	0.1281
34908at147550.aa.clipkit.FT.tre	34908at147550.aa.clipkit	648	0.8029	0.8029	0.078
41696at147550.aa.clipkit.FT.tre	41696at147550.aa.clipkit	741	0.8041	0.8041	0.1001
35754at147550.aa.clipkit.FT.tre	35754at147550.aa.clipkit	488	0.6674	0.6674	0.0115
34719at147550.aa.clipkit.FT.tre	34719at147550.aa.clipkit	718	0.7793	0.7793	0.061
42620at147550.aa.clipkit.FT.tre	42620at147550.aa.clipkit	406	0.588	0.588	0.0116
37196at147550.aa.clipkit.FT.tre	37196at147550.aa.clipkit	622	0.7497	0.7497	0.026
42849at147550.aa.clipkit.FT.tre	42849at147550.aa.clipkit	552	0.7273	0.7273	0.0378
36151at147550.aa.clipkit.FT.tre	36151at147550.aa.clipkit	1111	0.8304	0.8304	0.0529
36579at147550.aa.clipkit.FT.tre	36579at147550.aa.clipkit	453	0.6312	0.6312	0.02
37709at147550.aa.clipkit.FT.tre	37709at147550.aa.clipkit	801	0.8387	0.8387	0.1597
40555at147550.aa.clipkit.FT.tre	40555at147550.aa.clipkit	1552	0.8844	0.8844	0.4061
39723at147550.aa.clipkit.FT.tre	39723at147550.aa.clipkit	547	0.7885	0.7885	0.0633
41839at147550.aa.clipkit.FT.tre	41839at147550.aa.clipkit	586	0.7412	0.7412	0.0322
39174at147550.aa.clipkit.FT.tre	39174at147550.aa.clipkit	477	0.703	0.703	0.0176
30189at147550.aa.clipkit.FT.tre	30189at147550.aa.clipkit	492	0.6869	0.6869	0.0229
35906at147550.aa.clipkit.FT.tre	35906at147550.aa.clipkit	557	0.7178	0.7178	0.0403
39735at147550.aa.clipkit.FT.tre	39735at147550.aa.clipkit	592	0.6675	0.6675	0.0553
39565at147550.aa.clipkit.FT.tre	39565at147550.aa.clipkit	585	0.6902	0.6902	0.0308
3947at147550.aa.clipkit.FT.tre	3947at147550.aa.clipkit	1824	0.7773	0.7773	0.1092
42989at147550.aa.clipkit.FT.tre	42989at147550.aa.clipkit	817	0.8338	0.8338	0.1177
39517at147550.aa.clipkit.FT.tre	39517at147550.aa.clipkit	945	0.8386	0.8386	0.1711
42496at147550.aa.clipkit.FT.tre	42496at147550.aa.clipkit	461	0.6677	0.6677	0.0221
39567at147550.aa.clipkit.FT.tre	39567at147550.aa.clipkit	557	0.7095	0.7095	0.0929
39156at147550.aa.clipkit.FT.tre	39156at147550.aa.clipkit	452	0.6865	0.6865	0.0137
35042at147550.aa.clipkit.FT.tre	35042at147550.aa.clipkit	671	0.7689	0.7689	0.0719
38021at147550.aa.clipkit.FT.tre	38021at147550.aa.clipkit	1311	0.8231	0.8231	0.2601
40045at147550.aa.clipkit.FT.tre	40045at147550.aa.clipkit	436	0.7091	0.7091	0.007
37194at147550.aa.clipkit.FT.tre	37194at147550.aa.clipkit	822	0.8291	0.8291	0.1865
36098at147550.aa.clipkit.FT.tre	36098at147550.aa.clipkit	857	0.8169	0.8169	0.0691
41235at147550.aa.clipkit.FT.tre	41235at147550.aa.clipkit	1143	0.829	0.829	0.205
3569at147550.aa.clipkit.FT.tre	3569at147550.aa.clipkit	1915	0.7902	0.7902	0.1135
40479at147550.aa.clipkit.FT.tre	40479at147550.aa.clipkit	692	0.7044	0.7044	0.0843
33791at147550.aa.clipkit.FT.tre	33791at147550.aa.clipkit	636	0.714	0.714	0.0314
43688at147550.aa.clipkit.FT.tre	43688at147550.aa.clipkit	950	0.8224	0.8224	0.1544
43397at147550.aa.clipkit.FT.tre	43397at147550.aa.clipkit	608	0.741	0.741	0.0366
4794at147550.aa.clipkit.FT.tre	4794at147550.aa.clipkit	1343	0.7775	0.7775	0.1169
4927at147550.aa.clipkit.FT.tre	4927at147550.aa.clipkit	2027	0.8852	0.8852	0.2173
46153at147550.aa.clipkit.FT.tre	46153at147550.aa.clipkit	503	0.7249	0.7249	0.0485
4496at147550.aa.clipkit.FT.tre	4496at147550.aa.clipkit	1151	0.754	0.754	0.0301
54069at147550.aa.clipkit.FT.tre	54069at147550.aa.clipkit	774	0.7921	0.7921	0.0653
47595at147550.aa.clipkit.FT.tre	47595at147550.aa.clipkit	635	0.736	0.736	0.0366
46022at147550.aa.clipkit.FT.tre	46022at147550.aa.clipkit	718	0.7269	0.7269	0.0334
46781at147550.aa.clipkit.FT.tre	46781at147550.aa.clipkit	451	0.6781	0.6781	0.0189
46204at147550.aa.clipkit.FT.tre	46204at147550.aa.clipkit	403	0.7342	0.7342	0.0094
53792at147550.aa.clipkit.FT.tre	53792at147550.aa.clipkit	460	0.6551	0.6551	0.0384
46359at147550.aa.clipkit.FT.tre	46359at147550.aa.clipkit	479	0.7009	0.7009	0.0468
49746at147550.aa.clipkit.FT.tre	49746at147550.aa.clipkit	492	0.7457	0.7457	0.0502
4596at147550.aa.clipkit.FT.tre	4596at147550.aa.clipkit	1286	0.7771	0.7771	0.0376
5564at147550.aa.clipkit.FT.tre	5564at147550.aa.clipkit	1300	0.7471	0.7471	0.0298
50790at147550.aa.clipkit.FT.tre	50790at147550.aa.clipkit	360	0.6289	0.6289	0.0133
48748at147550.aa.clipkit.FT.tre	48748at147550.aa.clipkit	856	0.8515	0.8515	0.2222
47886at147550.aa.clipkit.FT.tre	47886at147550.aa.clipkit	434	0.6958	0.6958	0.012
52918at147550.aa.clipkit.FT.tre	52918at147550.aa.clipkit	462	0.7616	0.7616	0.0367
50980at147550.aa.clipkit.FT.tre	50980at147550.aa.clipkit	1283	0.8159	0.8159	0.2778
45693at147550.aa.clipkit.FT.tre	45693at147550.aa.clipkit	439	0.7243	0.7243	0.0635
49753at147550.aa.clipkit.FT.tre	49753at147550.aa.clipkit	394	0.7308	0.7308	0.0109
50151at147550.aa.clipkit.FT.tre	50151at147550.aa.clipkit	500	0.6506	0.6506	0.0249
54966at147550.aa.clipkit.FT.tre	54966at147550.aa.clipkit	549	0.7222	0.7222	0.0375
55696at147550.aa.clipkit.FT.tre	55696at147550.aa.clipkit	317	0.635	0.635	0.0165
52198at147550.aa.clipkit.FT.tre	52198at147550.aa.clipkit	469	0.6575	0.6575	0.0432
49734at147550.aa.clipkit.FT.tre	49734at147550.aa.clipkit	524	0.7769	0.7769	0.1203
55034at147550.aa.clipkit.FT.tre	55034at147550.aa.clipkit	570	0.7925	0.7925	0.1131
48091at147550.aa.clipkit.FT.tre	48091at147550.aa.clipkit	371	0.6679	0.6679	0.0109
56000at147550.aa.clipkit.FT.tre	56000at147550.aa.clipkit	684	0.7461	0.7461	0.0752
52443at147550.aa.clipkit.FT.tre	52443at147550.aa.clipkit	641	0.7671	0.7671	0.0607
46279at147550.aa.clipkit.FT.tre	46279at147550.aa.clipkit	723	0.8161	0.8161	0.1242
56305at147550.aa.clipkit.FT.tre	56305at147550.aa.clipkit	427	0.6483	0.6483	0.0221
56220at147550.aa.clipkit.FT.tre	56220at147550.aa.clipkit	1320	0.8481	0.8481	0.2703
50228at147550.aa.clipkit.FT.tre	50228at147550.aa.clipkit	415	0.8017	0.8017	0.0906
49284at147550.aa.clipkit.FT.tre	49284at147550.aa.clipkit	524	0.7392	0.7392	0.0747
53907at147550.aa.clipkit.FT.tre	53907at147550.aa.clipkit	461	0.701	0.701	0.0348
55695at147550.aa.clipkit.FT.tre	55695at147550.aa.clipkit	612	0.7218	0.7218	0.0589
49377at147550.aa.clipkit.FT.tre	49377at147550.aa.clipkit	1776	0.8828	0.8828	0.4601
47569at147550.aa.clipkit.FT.tre	47569at147550.aa.clipkit	1127	0.8042	0.8042	0.1179
53659at147550.aa.clipkit.FT.tre	53659at147550.aa.clipkit	706	0.8134	0.8134	0.2829
50794at147550.aa.clipkit.FT.tre	50794at147550.aa.clipkit	357	0.5939	0.5939	0.0159
54036at147550.aa.clipkit.FT.tre	54036at147550.aa.clipkit	655	0.8037	0.8037	0.1345
47591at147550.aa.clipkit.FT.tre	47591at147550.aa.clipkit	689	0.8502	0.8502	0.1736
53369at147550.aa.clipkit.FT.tre	53369at147550.aa.clipkit	387	0.6632	0.6632	0.0231
51640at147550.aa.clipkit.FT.tre	51640at147550.aa.clipkit	853	0.8028	0.8028	0.2212
49247at147550.aa.clipkit.FT.tre	49247at147550.aa.clipkit	701	0.7969	0.7969	0.0942
5696at147550.aa.clipkit.FT.tre	5696at147550.aa.clipkit	1011	0.761	0.761	0.0322
56962at147550.aa.clipkit.FT.tre	56962at147550.aa.clipkit	444	0.6126	0.6126	0.023
564at147550.aa.clipkit.FT.tre	564at147550.aa.clipkit	4517	0.8951	0.8951	0.0796
55234at147550.aa.clipkit.FT.tre	55234at147550.aa.clipkit	559	0.7351	0.7351	0.0616
56970at147550.aa.clipkit.FT.tre	56970at147550.aa.clipkit	805	0.7812	0.7812	0.3049
50749at147550.aa.clipkit.FT.tre	50749at147550.aa.clipkit	536	0.735	0.735	0.0561
56100at147550.aa.clipkit.FT.tre	56100at147550.aa.clipkit	491	0.6195	0.6195	0.0333
54956at147550.aa.clipkit.FT.tre	54956at147550.aa.clipkit	639	0.8063	0.8063	0.2543
56963at147550.aa.clipkit.FT.tre	56963at147550.aa.clipkit	483	0.7359	0.7359	0.0512
50976at147550.aa.clipkit.FT.tre	50976at147550.aa.clipkit	914	0.8494	0.8494	0.1315
53146at147550.aa.clipkit.FT.tre	53146at147550.aa.clipkit	370	0.5969	0.5969	0.0212
56590at147550.aa.clipkit.FT.tre	56590at147550.aa.clipkit	773	0.8347	0.8347	0.2765
54332at147550.aa.clipkit.FT.tre	54332at147550.aa.clipkit	367	0.7217	0.7217	0.0211
5446at147550.aa.clipkit.FT.tre	5446at147550.aa.clipkit	1556	0.8703	0.8703	0.113
48836at147550.aa.clipkit.FT.tre	48836at147550.aa.clipkit	519	0.7032	0.7032	0.1157
57049at147550.aa.clipkit.FT.tre	57049at147550.aa.clipkit	369	0.6771	0.6771	0.0158
57539at147550.aa.clipkit.FT.tre	57539at147550.aa.clipkit	408	0.6513	0.6513	0.0183
5796at147550.aa.clipkit.FT.tre	5796at147550.aa.clipkit	1640	0.8463	0.8463	0.1051
57549at147550.aa.clipkit.FT.tre	57549at147550.aa.clipkit	652	0.7608	0.7608	0.1242
60774at147550.aa.clipkit.FT.tre	60774at147550.aa.clipkit	305	0.5927	0.5927	0.0162
59725at147550.aa.clipkit.FT.tre	59725at147550.aa.clipkit	339	0.6707	0.6707	0.0295
59047at147550.aa.clipkit.FT.tre	59047at147550.aa.clipkit	942	0.8626	0.8626	0.6673
60801at147550.aa.clipkit.FT.tre	60801at147550.aa.clipkit	375	0.7153	0.7153	0.0471
63264at147550.aa.clipkit.FT.tre	63264at147550.aa.clipkit	425	0.6897	0.6897	0.0328
61819at147550.aa.clipkit.FT.tre	61819at147550.aa.clipkit	687	0.8275	0.8275	0.293
59704at147550.aa.clipkit.FT.tre	59704at147550.aa.clipkit	388	0.6281	0.6281	0.0165
58393at147550.aa.clipkit.FT.tre	58393at147550.aa.clipkit	789	0.8523	0.8523	0.3146
59156at147550.aa.clipkit.FT.tre	59156at147550.aa.clipkit	522	0.6843	0.6843	0.0564
63504at147550.aa.clipkit.FT.tre	63504at147550.aa.clipkit	877	0.7081	0.7081	0.147
64525at147550.aa.clipkit.FT.tre	64525at147550.aa.clipkit	397	0.7288	0.7288	0.0443
58857at147550.aa.clipkit.FT.tre	58857at147550.aa.clipkit	353	0.7371	0.7371	0.019
59750at147550.aa.clipkit.FT.tre	59750at147550.aa.clipkit	385	0.6204	0.6204	0.0277
59170at147550.aa.clipkit.FT.tre	59170at147550.aa.clipkit	597	0.8202	0.8202	0.0991
66197at147550.aa.clipkit.FT.tre	66197at147550.aa.clipkit	484	0.7273	0.7273	0.0499
5794at147550.aa.clipkit.FT.tre	5794at147550.aa.clipkit	978	0.6372	0.6372	0.0123
57934at147550.aa.clipkit.FT.tre	57934at147550.aa.clipkit	486	0.6457	0.6457	0.0531
64809at147550.aa.clipkit.FT.tre	64809at147550.aa.clipkit	1364	0.8253	0.8253	0.0821
63643at147550.aa.clipkit.FT.tre	63643at147550.aa.clipkit	657	0.753	0.753	0.0756
59460at147550.aa.clipkit.FT.tre	59460at147550.aa.clipkit	426	0.7256	0.7256	0.0574
61776at147550.aa.clipkit.FT.tre	61776at147550.aa.clipkit	356	0.6302	0.6302	0.0161
64226at147550.aa.clipkit.FT.tre	64226at147550.aa.clipkit	303	0.6143	0.6143	0.0265
63979at147550.aa.clipkit.FT.tre	63979at147550.aa.clipkit	853	0.7802	0.7802	0.1175
57903at147550.aa.clipkit.FT.tre	57903at147550.aa.clipkit	375	0.6831	0.6831	0.0388
65260at147550.aa.clipkit.FT.tre	65260at147550.aa.clipkit	365	0.6809	0.6809	0.0273
59272at147550.aa.clipkit.FT.tre	59272at147550.aa.clipkit	518	0.7148	0.7148	0.1018
66659at147550.aa.clipkit.FT.tre	66659at147550.aa.clipkit	415	0.6611	0.6611	0.0316
60957at147550.aa.clipkit.FT.tre	60957at147550.aa.clipkit	610	0.7153	0.7153	0.0646
61280at147550.aa.clipkit.FT.tre	61280at147550.aa.clipkit	353	0.6699	0.6699	0.0168
66791at147550.aa.clipkit.FT.tre	66791at147550.aa.clipkit	436	0.6997	0.6997	0.0458
64251at147550.aa.clipkit.FT.tre	64251at147550.aa.clipkit	387	0.6816	0.6816	0.0459
59257at147550.aa.clipkit.FT.tre	59257at147550.aa.clipkit	486	0.6293	0.6293	0.0161
62631at147550.aa.clipkit.FT.tre	62631at147550.aa.clipkit	508	0.7853	0.7853	0.1239
60308at147550.aa.clipkit.FT.tre	60308at147550.aa.clipkit	1537	0.8102	0.8102	0.2142
61563at147550.aa.clipkit.FT.tre	61563at147550.aa.clipkit	350	0.7212	0.7212	0.0417
66931at147550.aa.clipkit.FT.tre	66931at147550.aa.clipkit	711	0.7629	0.7629	0.0445
61155at147550.aa.clipkit.FT.tre	61155at147550.aa.clipkit	371	0.6046	0.6046	0.0303
64353at147550.aa.clipkit.FT.tre	64353at147550.aa.clipkit	323	0.6141	0.6141	0.0307
64886at147550.aa.clipkit.FT.tre	64886at147550.aa.clipkit	542	0.7434	0.7434	0.0414
65963at147550.aa.clipkit.FT.tre	65963at147550.aa.clipkit	366	0.6641	0.6641	0.0127
62606at147550.aa.clipkit.FT.tre	62606at147550.aa.clipkit	392	0.6598	0.6598	0.0259
61654at147550.aa.clipkit.FT.tre	61654at147550.aa.clipkit	765	0.7704	0.7704	0.0468
61927at147550.aa.clipkit.FT.tre	61927at147550.aa.clipkit	518	0.7492	0.7492	0.0287
63972at147550.aa.clipkit.FT.tre	63972at147550.aa.clipkit	639	0.7927	0.7927	0.2343
60749at147550.aa.clipkit.FT.tre	60749at147550.aa.clipkit	449	0.7299	0.7299	0.0978
67149at147550.aa.clipkit.FT.tre	67149at147550.aa.clipkit	311	0.6218	0.6218	0.0124
66096at147550.aa.clipkit.FT.tre	66096at147550.aa.clipkit	494	0.714	0.714	0.0398
59380at147550.aa.clipkit.FT.tre	59380at147550.aa.clipkit	441	0.7026	0.7026	0.0314
68807at147550.aa.clipkit.FT.tre	68807at147550.aa.clipkit	643	0.8085	0.8085	0.3286
65961at147550.aa.clipkit.FT.tre	65961at147550.aa.clipkit	338	0.6438	0.6438	0.0247
60977at147550.aa.clipkit.FT.tre	60977at147550.aa.clipkit	761	0.7894	0.7894	0.0937
66639at147550.aa.clipkit.FT.tre	66639at147550.aa.clipkit	369	0.7273	0.7273	0.0287
6505at147550.aa.clipkit.FT.tre	6505at147550.aa.clipkit	1177	0.7595	0.7595	0.0452
68091at147550.aa.clipkit.FT.tre	68091at147550.aa.clipkit	355	0.6856	0.6856	0.0109
69176at147550.aa.clipkit.FT.tre	69176at147550.aa.clipkit	559	0.7874	0.7874	0.148
67339at147550.aa.clipkit.FT.tre	67339at147550.aa.clipkit	616	0.7506	0.7506	0.064
63397at147550.aa.clipkit.FT.tre	63397at147550.aa.clipkit	365	0.6773	0.6773	0.0364
64569at147550.aa.clipkit.FT.tre	64569at147550.aa.clipkit	537	0.7018	0.7018	0.0664
69118at147550.aa.clipkit.FT.tre	69118at147550.aa.clipkit	438	0.7247	0.7247	0.0487
63644at147550.aa.clipkit.FT.tre	63644at147550.aa.clipkit	1434	0.8509	0.8509	0.1116
66052at147550.aa.clipkit.FT.tre	66052at147550.aa.clipkit	348	0.6621	0.6621	0.0178
69373at147550.aa.clipkit.FT.tre	69373at147550.aa.clipkit	597	0.7662	0.7662	0.0757
72441at147550.aa.clipkit.FT.tre	72441at147550.aa.clipkit	425	0.7701	0.7701	0.0605
70749at147550.aa.clipkit.FT.tre	70749at147550.aa.clipkit	274	0.6801	0.6801	0.0128
71659at147550.aa.clipkit.FT.tre	71659at147550.aa.clipkit	533	0.7413	0.7413	0.0414
70711at147550.aa.clipkit.FT.tre	70711at147550.aa.clipkit	319	0.6356	0.6356	0.0229
71981at147550.aa.clipkit.FT.tre	71981at147550.aa.clipkit	1080	0.7221	0.7221	0.1429
72577at147550.aa.clipkit.FT.tre	72577at147550.aa.clipkit	403	0.6823	0.6823	0.0359
76120at147550.aa.clipkit.FT.tre	76120at147550.aa.clipkit	549	0.7846	0.7846	0.0672
7791at147550.aa.clipkit.FT.tre	7791at147550.aa.clipkit	995	0.6964	0.6964	0.0171
75436at147550.aa.clipkit.FT.tre	75436at147550.aa.clipkit	487	0.7249	0.7249	0.0504
74355at147550.aa.clipkit.FT.tre	74355at147550.aa.clipkit	350	0.7021	0.7021	0.0557
71972at147550.aa.clipkit.FT.tre	71972at147550.aa.clipkit	438	0.7095	0.7095	0.0453
75729at147550.aa.clipkit.FT.tre	75729at147550.aa.clipkit	768	0.767	0.767	0.0552
74964at147550.aa.clipkit.FT.tre	74964at147550.aa.clipkit	424	0.7411	0.7411	0.097
75106at147550.aa.clipkit.FT.tre	75106at147550.aa.clipkit	280	0.684	0.684	0.018
81788at147550.aa.clipkit.FT.tre	81788at147550.aa.clipkit	265	0.6456	0.6456	0.0276
79064at147550.aa.clipkit.FT.tre	79064at147550.aa.clipkit	341	0.7181	0.7181	0.0204
76432at147550.aa.clipkit.FT.tre	76432at147550.aa.clipkit	426	0.6785	0.6785	0.0789
7769at147550.aa.clipkit.FT.tre	7769at147550.aa.clipkit	1026	0.8105	0.8105	0.0291
7886at147550.aa.clipkit.FT.tre	7886at147550.aa.clipkit	1687	0.8399	0.8399	0.1105
72464at147550.aa.clipkit.FT.tre	72464at147550.aa.clipkit	335	0.6643	0.6643	0.0313
77786at147550.aa.clipkit.FT.tre	77786at147550.aa.clipkit	351	0.6471	0.6471	0.0408
71299at147550.aa.clipkit.FT.tre	71299at147550.aa.clipkit	513	0.8042	0.8042	0.1339
7426at147550.aa.clipkit.FT.tre	7426at147550.aa.clipkit	1246	0.7287	0.7287	0.0481
75604at147550.aa.clipkit.FT.tre	75604at147550.aa.clipkit	271	0.6741	0.6741	0.025
7297at147550.aa.clipkit.FT.tre	7297at147550.aa.clipkit	1055	0.6824	0.6824	0.0154
75263at147550.aa.clipkit.FT.tre	75263at147550.aa.clipkit	484	0.7268	0.7268	0.0521
75531at147550.aa.clipkit.FT.tre	75531at147550.aa.clipkit	555	0.7498	0.7498	0.0454
75649at147550.aa.clipkit.FT.tre	75649at147550.aa.clipkit	308	0.6931	0.6931	0.0642
79107at147550.aa.clipkit.FT.tre	79107at147550.aa.clipkit	477	0.744	0.744	0.077
72116at147550.aa.clipkit.FT.tre	72116at147550.aa.clipkit	340	0.6632	0.6632	0.0291
7136at147550.aa.clipkit.FT.tre	7136at147550.aa.clipkit	1631	0.8831	0.8831	0.1563
75416at147550.aa.clipkit.FT.tre	75416at147550.aa.clipkit	400	0.633	0.633	0.0299
73790at147550.aa.clipkit.FT.tre	73790at147550.aa.clipkit	295	0.7165	0.7165	0.0676
75524at147550.aa.clipkit.FT.tre	75524at147550.aa.clipkit	447	0.7015	0.7015	0.0738
75280at147550.aa.clipkit.FT.tre	75280at147550.aa.clipkit	460	0.6821	0.6821	0.045
7364at147550.aa.clipkit.FT.tre	7364at147550.aa.clipkit	1093	0.7279	0.7279	0.0309
77391at147550.aa.clipkit.FT.tre	77391at147550.aa.clipkit	399	0.7159	0.7159	0.0404
76449at147550.aa.clipkit.FT.tre	76449at147550.aa.clipkit	362	0.7459	0.7459	0.1058
79824at147550.aa.clipkit.FT.tre	79824at147550.aa.clipkit	297	0.6968	0.6968	0.0343
77903at147550.aa.clipkit.FT.tre	77903at147550.aa.clipkit	222	0.7249	0.7249	0.0051
70408at147550.aa.clipkit.FT.tre	70408at147550.aa.clipkit	261	0.7261	0.7261	0.0034
82064at147550.aa.clipkit.FT.tre	82064at147550.aa.clipkit	543	0.7738	0.7738	0.0733
75430at147550.aa.clipkit.FT.tre	75430at147550.aa.clipkit	648	0.8337	0.8337	0.3335
7634at147550.aa.clipkit.FT.tre	7634at147550.aa.clipkit	1003	0.687	0.687	0.0321
79460at147550.aa.clipkit.FT.tre	79460at147550.aa.clipkit	267	0.7701	0.7701	0.1686
82552at147550.aa.clipkit.FT.tre	82552at147550.aa.clipkit	576	0.7856	0.7856	0.1578
77950at147550.aa.clipkit.FT.tre	77950at147550.aa.clipkit	297	0.7216	0.7216	0.0182
81352at147550.aa.clipkit.FT.tre	81352at147550.aa.clipkit	390	0.7473	0.7473	0.0893
73907at147550.aa.clipkit.FT.tre	73907at147550.aa.clipkit	355	0.7163	0.7163	0.06
82577at147550.aa.clipkit.FT.tre	82577at147550.aa.clipkit	210	0.7429	0.7429	0.0036
78708at147550.aa.clipkit.FT.tre	78708at147550.aa.clipkit	336	0.7002	0.7002	0.0274
76593at147550.aa.clipkit.FT.tre	76593at147550.aa.clipkit	281	0.6823	0.6823	0.0103
79276at147550.aa.clipkit.FT.tre	79276at147550.aa.clipkit	303	0.6258	0.6258	0.0185
79108at147550.aa.clipkit.FT.tre	79108at147550.aa.clipkit	537	0.8148	0.8148	0.1805
80362at147550.aa.clipkit.FT.tre	80362at147550.aa.clipkit	284	0.7356	0.7356	0.0643
81695at147550.aa.clipkit.FT.tre	81695at147550.aa.clipkit	284	0.6646	0.6646	0.0495
7613at147550.aa.clipkit.FT.tre	7613at147550.aa.clipkit	980	0.7218	0.7218	0.0227
77409at147550.aa.clipkit.FT.tre	77409at147550.aa.clipkit	605	0.7683	0.7683	0.082
79345at147550.aa.clipkit.FT.tre	79345at147550.aa.clipkit	388	0.6914	0.6914	0.0903
79626at147550.aa.clipkit.FT.tre	79626at147550.aa.clipkit	370	0.6844	0.6844	0.0446
79637at147550.aa.clipkit.FT.tre	79637at147550.aa.clipkit	714	0.8131	0.8131	0.2403
79456at147550.aa.clipkit.FT.tre	79456at147550.aa.clipkit	274	0.6915	0.6915	0.0353
83505at147550.aa.clipkit.FT.tre	83505at147550.aa.clipkit	402	0.7317	0.7317	0.052
83739at147550.aa.clipkit.FT.tre	83739at147550.aa.clipkit	637	0.7702	0.7702	0.0763
83554at147550.aa.clipkit.FT.tre	83554at147550.aa.clipkit	496	0.8233	0.8233	0.1499
83851at147550.aa.clipkit.FT.tre	83851at147550.aa.clipkit	471	0.69	0.69	0.0276
84079at147550.aa.clipkit.FT.tre	84079at147550.aa.clipkit	407	0.7593	0.7593	0.0593
84152at147550.aa.clipkit.FT.tre	84152at147550.aa.clipkit	250	0.6697	0.6697	0.033
86559at147550.aa.clipkit.FT.tre	86559at147550.aa.clipkit	311	0.7337	0.7337	0.2133
85320at147550.aa.clipkit.FT.tre	85320at147550.aa.clipkit	736	0.7526	0.7526	0.172
85917at147550.aa.clipkit.FT.tre	85917at147550.aa.clipkit	281	0.6703	0.6703	0.0528
85792at147550.aa.clipkit.FT.tre	85792at147550.aa.clipkit	203	0.5566	0.5566	0.012
85435at147550.aa.clipkit.FT.tre	85435at147550.aa.clipkit	919	0.658	0.658	0.2119
8555at147550.aa.clipkit.FT.tre	8555at147550.aa.clipkit	1250	0.789	0.789	0.0536
89027at147550.aa.clipkit.FT.tre	89027at147550.aa.clipkit	399	0.7266	0.7266	0.1187
84164at147550.aa.clipkit.FT.tre	84164at147550.aa.clipkit	408	0.7137	0.7137	0.0793
86858at147550.aa.clipkit.FT.tre	86858at147550.aa.clipkit	260	0.659	0.659	0.0126
85379at147550.aa.clipkit.FT.tre	85379at147550.aa.clipkit	229	0.6794	0.6794	0.0472
94505at147550.aa.clipkit.FT.tre	94505at147550.aa.clipkit	203	0.6411	0.6411	0.0256
86125at147550.aa.clipkit.FT.tre	86125at147550.aa.clipkit	230	0.6903	0.6903	0.0354
87902at147550.aa.clipkit.FT.tre	87902at147550.aa.clipkit	252	0.6242	0.6242	0.0222
89546at147550.aa.clipkit.FT.tre	89546at147550.aa.clipkit	188	0.5882	0.5882	0.0146
92918at147550.aa.clipkit.FT.tre	92918at147550.aa.clipkit	191	0.6935	0.6935	0.005
89706at147550.aa.clipkit.FT.tre	89706at147550.aa.clipkit	343	0.6994	0.6994	0.0733
89445at147550.aa.clipkit.FT.tre	89445at147550.aa.clipkit	467	0.7287	0.7287	0.0625
86449at147550.aa.clipkit.FT.tre	86449at147550.aa.clipkit	197	0.5984	0.5984	0.0136
89435at147550.aa.clipkit.FT.tre	89435at147550.aa.clipkit	400	0.6868	0.6868	0.0955
88856at147550.aa.clipkit.FT.tre	88856at147550.aa.clipkit	438	0.7445	0.7445	0.0849
95215at147550.aa.clipkit.FT.tre	95215at147550.aa.clipkit	171	0.6792	0.6792	0.0246
87787at147550.aa.clipkit.FT.tre	87787at147550.aa.clipkit	486	0.7408	0.7408	0.0979
89470at147550.aa.clipkit.FT.tre	89470at147550.aa.clipkit	708	0.8152	0.8152	0.3498
8653at147550.aa.clipkit.FT.tre	8653at147550.aa.clipkit	1307	0.8689	0.8689	0.0888
9523at147550.aa.clipkit.FT.tre	9523at147550.aa.clipkit	1121	0.7523	0.7523	0.0259
91908at147550.aa.clipkit.FT.tre	91908at147550.aa.clipkit	204	0.6283	0.6283	0.0355
88287at147550.aa.clipkit.FT.tre	88287at147550.aa.clipkit	1286	0.8519	0.8519	0.2372
94453at147550.aa.clipkit.FT.tre	94453at147550.aa.clipkit	347	0.6531	0.6531	0.0615
91426at147550.aa.clipkit.FT.tre	91426at147550.aa.clipkit	303	0.7016	0.7016	0.1291
93079at147550.aa.clipkit.FT.tre	93079at147550.aa.clipkit	370	0.7311	0.7311	0.0715
